ModelID,Scenario,seed,Global.Power,Conjunctive.Power,Disjunctive.Power,FWER,CI_95perc_Global.Power,CI_95perc_Conjunctive.Power,CI_95perc_Disjunctive.Power,CI_95perc_FWER,StagewiseRejection_Count,StagewiseRejection_Percentage,HoursTaken,Input,Method,SampleSize,alpha,TestStatCont,CommonStdDev,TestStatBin,FWERControl,nArms,nEps,lEpType,Arms.Mean,Arms.std.dev,Arms.Prop,Arms.alloc.ratio,EP.Corr,WI,G,test.type,info_frac,typeOfDesign,MultipleWinners,Selection,SelectionLook,SelectEndPoint,SelectionScale,SelectionCriterion,SelectionParmeter,KeepAssosiatedEps,ImplicitSSR,nSimulation,nSimulation_Stage2,Seed2,SummaryStat,plotGraphs,Parallel,UseCC,Matching.Pair,Test.Set,Compare.Set
51,"Fut=0.5, Param, SS=400, all props=0.4, SSR=None, lk1=0.5, CC, FWCtr=None",2402,0.0260035,0,0,0.0260035,"(0.02463,0.02737)","(0,0)","(0,0)","(0.02463,0.02737)","21,240","0.0021,0.024",0.345197974,>>>,CER,400,0.025,NA,NA,UnPooled,None,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.5,FALSE,None,10000,1000,2402,TRUE,FALSE,TRUE,TRUE,7,Orig,5
52,"Fut=0.5, CC, FWCtr=None, Param, SS=400, all props=0.4, SSR=Sel, lk1=0.5, CC, FWCtr=None",2637,0.0261043,0,0,0.0261043,"(0.02473,0.02747)","(0,0)","(0,0)","(0.02473,0.02747)","21,242","0.0021,0.0242",0.455505026,>>>,CER,400,0.025,NA,NA,UnPooled,None,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,10000,1000,2637,TRUE,FALSE,TRUE,TRUE,8,Orig,7
53,"Fut=0.5, Param, SS=400, all props=0.4, SSR=Sel, lk1=0.5, CC, FWCtr=None",499,0.0258055,0,0,0.0258055,"(0.02446,0.02715)","(0,0)","(0,0)","(0.02446,0.02715)","19,243","0.0019,0.0243",0.343551703,>>>,CER,400,0.025,NA,NA,UnPooled,None,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.5,TRUE,Selection,10000,1000,499,TRUE,FALSE,TRUE,TRUE,9,Orig,5
57,"No sel, Param, SS=10k, all props=0.4, lk1=0.5, no CC",64564,0.02520995,0,0,0.02520995,"(0.02428,0.02614)","(0,0)","(0,0)","(0.02428,0.02614)","33,467","0.00165,0.02335",2.138301634,>>>,CER,10000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,FALSE,NA,NA,NA,NA,NA,NA,None,20000,2000,64564,TRUE,FALSE,TRUE,FALSE,0,x,1
58,"Fut=0.75, no CC, Param, SS=10k, all props=0.4, SSR=Sel, lk1=0.5, no CC",343,0.02525715,0,0,0.02525715,"(0.02436,0.02615)","(0,0)","(0,0)","(0.02436,0.02615)","24,474","0.0012,0.0237",1.779707435,>>>,CER,10000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,2000,343,TRUE,FALSE,TRUE,FALSE,2/6,x,7
59,"Fut=0.25, Param, SS=10k, all props=0.4, SSR=Sel, lk1=0.5, no CC",4346,0.024221225,0,0,0.024221225,"(0.02332,0.02512)","(0,0)","(0,0)","(0.02332,0.02512)","23,453","0.00115,0.02265",0.7549661,>>>,CER,10000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,2000,4346,TRUE,FALSE,TRUE,FALSE,3,x,3
60,"Sel Best=2, Param, SS=10k, all props=0.4, SSR=Sel, lk1=0.5, no CC",2300,0.02526865,0,0,0.02526865,"(0.02438,0.02616)","(0,0)","(0,0)","(0.02438,0.02616)","23,463","0.00115,0.02315",2.109525866,>>>,CER,10000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,best,2,TRUE,Selection,20000,2000,2300,TRUE,FALSE,TRUE,FALSE,0,x,11
61,"Fut=0.5, Param, SS=10k, all props=0.4, SSR=None, lk1=0.5, no CC",2402,0.0252502,0,0,0.0252502,"(0.02435,0.02615)","(0,0)","(0,0)","(0.02435,0.02615)","24,457","0.0012,0.02285",1.293508627,>>>,CER,10000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.5,FALSE,None,20000,2000,2402,TRUE,FALSE,TRUE,FALSE,5,x,5
62,"No sel, Param, SS=10k, all props=0.4, lk1=0.5, CC",64564,0.025111325,0,0,0.025111325,"(0.02418,0.02604)","(0,0)","(0,0)","(0.02418,0.02604)","33,466","0.00165,0.0233",2.105858459,>>>,CER,10000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,FALSE,NA,NA,NA,NA,NA,NA,None,20000,2000,64564,TRUE,FALSE,TRUE,TRUE,0,x,1
63,"Fut=0.75, CC, Param, SS=10k, all props=0.4, SSR=Sel, lk1=0.5, CC",343,0.0251571,0,0,0.0251571,"(0.02427,0.02605)","(0,0)","(0,0)","(0.02427,0.02605)","24,472","0.0012,0.0236",1.778839169,>>>,CER,10000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,2000,343,TRUE,FALSE,TRUE,TRUE,0,x,7
64,"Fut=0.25, Param, SS=10k, all props=0.4, SSR=Sel, lk1=0.5, CC",4346,0.024137425,0,0,0.024137425,"(0.02324,0.02503)","(0,0)","(0,0)","(0.02324,0.02503)","23,449","0.00115,0.02245",0.746003368,>>>,CER,10000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,2000,4346,TRUE,FALSE,TRUE,TRUE,0,x,3
65,"Sel Best=2, Param, SS=10k, all props=0.4, SSR=Sel, lk1=0.5, CC",2300,0.02516785,0,0,0.02516785,"(0.02428,0.02606)","(0,0)","(0,0)","(0.02428,0.02606)","23,460","0.00115,0.023",2.078788518,>>>,CER,10000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,best,2,TRUE,Selection,20000,2000,2300,TRUE,FALSE,TRUE,TRUE,0,x,11
66,"Fut=0.5, Param, SS=10k, all props=0.4, SSR=None, lk1=0.5, CC",2402,0.0251517,0,0,0.0251517,"(0.02426,0.02605)","(0,0)","(0,0)","(0.02426,0.02605)","24,453","0.0012,0.02265",1.333907248,>>>,CER,10000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.5,FALSE,None,20000,2000,2402,TRUE,FALSE,TRUE,TRUE,0,x,5
67,"No sel, Param, SS=1k, all props=0.4, lk1=0.5, no CC",64564,0.0254968,0,0,0.0254968,"(0.02455,0.02644)","(0,0)","(0,0)","(0.02455,0.02644)","38,479","0.0019,0.02395",2.00365674,>>>,CER,1000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,FALSE,NA,NA,NA,NA,NA,NA,None,20000,2000,64564,TRUE,FALSE,TRUE,FALSE,0,y,1
68,"Fut=0.75, no CC, Param, SS=1k, all props=0.4, SSR=Sel, lk1=0.5, no CC",343,0.02597355,0,0,0.02597355,"(0.02503,0.02692)","(0,0)","(0,0)","(0.02503,0.02692)","33,491","0.00165,0.02455",1.654245293,>>>,CER,1000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,2000,343,TRUE,FALSE,TRUE,FALSE,2/6,y,7
69,"Fut=0.25, Param, SS=1k, all props=0.4, SSR=Sel, lk1=0.5, no CC",4346,0.0246965,0,0,0.0246965,"(0.02375,0.02564)","(0,0)","(0,0)","(0.02375,0.02564)","31,460","0.00155,0.023",0.6911224,>>>,CER,1000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,2000,4346,TRUE,FALSE,TRUE,FALSE,3,y,3
70,"Sel Best=2, Param, SS=1k, all props=0.4, SSR=Sel, lk1=0.5, no CC",2300,0.02619385,0,0,0.02619385,"(0.02524,0.02715)","(0,0)","(0,0)","(0.02524,0.02715)","33,493","0.00165,0.02465",1.992066216,>>>,CER,1000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,best,2,TRUE,Selection,20000,2000,2300,TRUE,FALSE,TRUE,FALSE,0,y,11
71,"Fut=0.5, Param, SS=1k, all props=0.4, SSR=None, lk1=0.5, no CC",2402,0.0260678,0,0,0.0260678,"(0.02512,0.02702)","(0,0)","(0,0)","(0.02512,0.02702)","33,489","0.00165,0.02445",1.263883791,>>>,CER,1000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.5,FALSE,None,20000,2000,2402,TRUE,FALSE,TRUE,FALSE,5,y,5
72,"No sel, Param, SS=1k, all props=0.4, lk1=0.5, CC",64564,0.024516475,0,0,0.024516475,"(0.0236,0.02543)","(0,0)","(0,0)","(0.0236,0.02543)","34,466","0.0017,0.0233",1.992001918,>>>,CER,1000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,FALSE,NA,NA,NA,NA,NA,NA,None,20000,2000,64564,TRUE,FALSE,TRUE,TRUE,0,y,1
73,"Fut=0.75, CC, Param, SS=1k, all props=0.4, SSR=Sel, lk1=0.5, CC",343,0.024937425,0,0,0.024937425,"(0.02403,0.02585)","(0,0)","(0,0)","(0.02403,0.02585)","28,476","0.0014,0.0238",1.697758272,>>>,CER,1000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,2000,343,TRUE,FALSE,TRUE,TRUE,0,y,7
74,"Fut=0.25, Param, SS=1k, all props=0.4, SSR=Sel, lk1=0.5, CC",4346,0.0237966,0,0,0.0237966,"(0.02288,0.02471)","(0,0)","(0,0)","(0.02288,0.02471)","27,446","0.00135,0.0223",0.701999332,>>>,CER,1000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,2000,4346,TRUE,FALSE,TRUE,TRUE,0,y,3
75,"Sel Best=2, Param, SS=1k, all props=0.4, SSR=Sel, lk1=0.5, CC",2300,0.025166425,0,0,0.025166425,"(0.02425,0.02609)","(0,0)","(0,0)","(0.02425,0.02609)","29,477","0.00145,0.02385",1.956813317,>>>,CER,1000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,best,2,TRUE,Selection,20000,2000,2300,TRUE,FALSE,TRUE,TRUE,0,y,11
76,"Fut=0.5, Param, SS=1k, all props=0.4, SSR=None, lk1=0.5, CC",2402,0.025045525,0,0,0.025045525,"(0.02413,0.02597)","(0,0)","(0,0)","(0.02413,0.02597)","29,474","0.00145,0.0237",1.263870974,>>>,CER,1000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.5,FALSE,None,20000,2000,2402,TRUE,FALSE,TRUE,TRUE,0,y,5
77,"No sel, Param, SS=3k, all props=0.4, lk1=0.5, no CC",64564,0.024440125,0,0,0.024440125,"(0.02353,0.02535)","(0,0)","(0,0)","(0.02353,0.02535)","33,433","0.00165,0.02165",2.058907338,>>>,CER,3000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,FALSE,NA,NA,NA,NA,NA,NA,None,20000,2000,64564,TRUE,FALSE,TRUE,FALSE,0,z,1
78,"Fut=0.75, no CC, Param, SS=3k, all props=0.4, SSR=Sel, lk1=0.5, no CC",343,0.026058375,0,0,0.026058375,"(0.0251,0.02701)","(0,0)","(0,0)","(0.0251,0.02701)","34,446","0.0017,0.0223",1.667124909,>>>,CER,3000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,2000,343,TRUE,FALSE,TRUE,FALSE,6,z,7
79,"Fut=0.25, Param, SS=3k, all props=0.4, SSR=Sel, lk1=0.5, no CC",4346,0.024750125,0,0,0.024750125,"(0.02381,0.02569)","(0,0)","(0,0)","(0.02381,0.02569)","31,437","0.00155,0.02185",0.70380943,>>>,CER,3000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,20000,2000,4346,TRUE,FALSE,TRUE,FALSE,3,z,3
80,"Sel Best=2, Param, SS=3k, all props=0.4, SSR=Sel, lk1=0.5, no CC",2300,0.02602645,0,0,0.02602645,"(0.0251,0.02695)","(0,0)","(0,0)","(0.0251,0.02695)","28,459","0.0014,0.02295",2.017859048,>>>,CER,3000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,best,2,TRUE,Selection,20000,2000,2300,TRUE,FALSE,TRUE,FALSE,0,z,11
81,"Fut=0.5, Param, SS=3k, all props=0.4, SSR=None, lk1=0.5, no CC",2402,0.025948225,0,0,0.025948225,"(0.02502,0.02688)","(0,0)","(0,0)","(0.02502,0.02688)","28,460","0.0014,0.023",1.268214301,>>>,CER,3000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.5,FALSE,None,20000,2000,2402,TRUE,FALSE,TRUE,FALSE,5,z,5
82,"No sel, Param, SS=3k, all props=0.4, lk1=0.5, CC",64564,0.02429715,0,0,0.02429715,"(0.02339,0.02521)","(0,0)","(0,0)","(0.02339,0.02521)","33,429","0.00165,0.02145",2.072398664,>>>,CER,3000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,FALSE,NA,NA,NA,NA,NA,NA,None,20000,2000,64564,TRUE,FALSE,TRUE,TRUE,0,z,1
